id,text,aspect_term,aspect_category,polarity
96,i think that it is absolutely brilliant and well runned business operation.,,anecdotes/miscellaneous,positive
3584,also they were $15 each!,,price,negative
3193,"the service is ok, some of the people didn't get what they asked for.",service,service,conflict
93,"my friends spoke so much about it for months, i finally made the time to come down ear and dine in.",,anecdotes/miscellaneous,neutral
2212,if you want good authentic thai this place is not the place to go.,Thai,food,negative
3426,i recommend getting a reservation even though we saw people seated without one.,reservation,anecdotes/miscellaneous,neutral
1138,the only thing i moderately enjoyed was their grilled chicken special with edamame puree.,Grilled Chicken special with Edamame Puree,food,neutral
1461,this is as good as neighborhood restaurants come.,,anecdotes/miscellaneous,neutral
128,"if you want some roast duck, pork or chicken on rice with ginger, try them out!",chicken on rice with ginger,food,positive
1008,"you order from a menu, so you leave feeling like you missed the full experience.",menu,anecdotes/miscellaneous,negative
241,one of the more authentic shanghainese restaurants in the us definitely the best in manhattan chinatown.,,anecdotes/miscellaneous,positive
1581,we will go back every time we are in the city.,,anecdotes/miscellaneous,positive
1815,we love th pink pony.,,anecdotes/miscellaneous,positive
1746,so eat fast and order a lot.,,anecdotes/miscellaneous,neutral
2124,staff is very accomodating.,Staff,service,positive
2919,i have to agree with the previous reviewer.,,anecdotes/miscellaneous,neutral
2360,--eat club is a roving group of nyc gluttons,,anecdotes/miscellaneous,neutral
3082,"if you were there when it first opened, give this restaurant a second chance.",,anecdotes/miscellaneous,positive
1950,i went to del frisco's friday night with my boyfriend for an 8:00 reservation.,reservation,anecdotes/miscellaneous,neutral
2803,"if you like sakagura but you feel it's too much, you'd better try yokocho.",,anecdotes/miscellaneous,neutral
1133,yourself a favor and have dinner here and see if you dont agree with me.,dinner,anecdotes/miscellaneous,positive
3204,definitely a great spot for a nice occasion or date.,,anecdotes/miscellaneous,positive
1728,you can't go wrong with this place.,,anecdotes/miscellaneous,positive
2801,very popular style izakaya (sake and small portion of sake-friendly dishes ).,portion,food,positive
2140,hurley's is like cheers where everyone knows your name and they are actually glad you came.,,service,positive
2447,not pretentious and very economical.,,price,positive
224,"the food was terrific and the service classy, attentive, without being overbearing.",service,service,positive
2434,this is an amazing place to try some roti rolls.,roti rolls,food,positive
459,fresh ingredients and everything is made to order.,ingredients,food,positive
3042,"we have never had any problems with charging the meal or the tip, and the food was delivered quickly, but we live only a few minutes walk from them.",tip,service,positive
152,quick and friendly service.,service,service,positive
3062,authentic bistro!,,anecdotes/miscellaneous,positive
2426,"they are tasty, but i suggest only eating one with meat because they tend not to mesh that well with the average american digestive system.",meat,food,conflict
225,somewhat pricey but what the heck.,,price,negative
2424,"it's true, this place is not cheap.",,price,negative
494,"try the hot dogs too, they're snappy and delicious.",hot dogs,food,positive
1033,delivery is fast too.,Delivery,service,positive
496,"being from the south, there aren't any good delis in my area and while watching foods across america on pbs i found out about katz's deli.",,anecdotes/miscellaneous,neutral
2486,"the noise level was unbearable, conversation impossible.",noise level,ambience,negative
2307,personal pans are the perfect size for those hungry nights.,Personal pans,food,positive
1646,highly recommended is the spicy fried clam rolls and spider rolls.,Spider Rolls,food,positive
3255,one of the earlier people commenting on the restaurant did not get the that some experimenting is going on with the menu in a positive way.,menu,anecdotes/miscellaneous,positive
2229,it's convenient.,,anecdotes/miscellaneous,positive
2615,thanks bloom's for a lovely trip.,,anecdotes/miscellaneous,positive
318,the atmosphere is great if your looking for a laid back scene and an inexpensive way to spend a weekend afternoon.,atmosphere,price,positive
895,"oh right, i should probably say something nice.",,anecdotes/miscellaneous,neutral
198,"odd for ave b, not just odd, the place attracts an eclectic crowd to say the least.",place,ambience,neutral
2864,"when we stumbled on leon, we thought that we had found quite the gem but, we were certainly wrong.",,anecdotes/miscellaneous,negative
1269,instead of wasting your time here: support restaurants that care about food.,FOOD,anecdotes/miscellaneous,negative
95,this is can became on e of the ny italian food fare institutions.,,anecdotes/miscellaneous,neutral
2062,just got back from lunch at tamarind and it was excellent.,lunch,food,positive
3557,"head and shoulders above its neighboors on east 6 st, taj mahal is also very comparable, in food quality, to the much overpraised (and underdeserving) baluchi's.",food quality,food,positive
38,"the man that was hosting promised to save a table for our party of 7, then sat a party of 2 at the very table he was saving (mean while there were boths open all around).",table,service,negative
1957,try the cheesecake!,cheesecake,food,positive
1542,as we were sitting eating the subpar food the manager proceeded to berate a couple of his employees for putting out the wrong containers for condiments and explained to them how expensive these containers were.,manager,food,negative
55,"david, daytona beach, fl",,anecdotes/miscellaneous,neutral
168,perhaps.,,anecdotes/miscellaneous,neutral
2328,great indian food and the service is incredible.,service,service,positive
3644,go here.,,anecdotes/miscellaneous,positive
1214,if you are in the area try the bagel shoppe on 74th street which is 3 blocks away on 2nd ave.,,anecdotes/miscellaneous,positive
1825,rosario's is without a doubt one of the greatest pizzerias in existence.,,anecdotes/miscellaneous,positive
504,"decor is nice and minimalist, food simple yet very well presented and cooked, and the wine list matches the food very well.",food,ambience,positive
1853,"i had the salmon dish and while it was fine, for the price paid, i expected it to have some type of flavor.",price,food,conflict
1538,we ordered a tuna melt - it came with out cheese which just made it a tuna sandwich.,tuna sandwich,food,negative
2482,"especially liked chicken tikka and the naan, and the dals.",dals,food,positive
791,the waiters were not attentive except that the bill turned up on the table before we were finished.,bill,service,negative
998,the restaurant looks out over beautiful green lawns to the hudson river and the statue of liberty.,lawns,ambience,positive
2872,"my wife and i always enjoy the young, not always well trained but nevertheless friendly, staff, all of whom have a story.",staff,service,conflict
